snapshot_date,nmid,latest_week_start,weeks_since_first_tx,current_transaction_days,prev_transaction_days,current_tier,prev_tier,tenure_bucket,expected_weeks_churn,churn_prob_4w,churn_prob_8w,churn_prob_13w,churn_prob_26w,churn_prob_52w,churn_score,confident,risk_segment
2026-04-21,ID1020019704052,2026-04-13,9,2,0,1-2,0,growing,20.66,0.2838,0.4569,0.5501,0.6878,0.8472,0.2838,True,medium
2026-04-21,ID1021087844929,2026-04-13,8,7,7,7,7,growing,35.83,0.0138,0.0764,0.1748,0.4157,0.7061,0.0138,True,very low
2026-04-21,ID1022166517014,2026-04-13,7,7,7,7,7,growing,35.83,0.0138,0.0764,0.1748,0.4157,0.7061,0.0138,True,very low
2026-04-21,ID1022198075999,2026-04-13,9,7,7,7,7,growing,35.83,0.0138,0.0764,0.1748,0.4157,0.7061,0.0138,True,very low
2026-04-21,ID1023299078841,2026-04-13,7,7,7,7,7,growing,35.83,0.0138,0.0764,0.1748,0.4157,0.7061,0.0138,True,very low
2026-04-21,ID1023306168379,2026-04-13,8,7,7,7,7,growing,35.83,0.0138,0.0764,0.1748,0.4157,0.7061,0.0138,True,very low
2026-04-21,ID1024354271974,2026-04-13,4,0,1,0,1-2,early,11.71,0.595,0.6999,0.7605,0.8376,0.9222,0.595,True,high
2026-04-21,ID1025404045110,2026-04-13,7,7,5,7,5-6,growing,35.12,0.0239,0.0919,0.1936,0.4304,0.7131,0.0239,True,very low
2026-04-21,ID1025440449417,2026-04-13,9,6,7,5-6,7,growing,33.35,0.0368,0.1212,0.2347,0.4585,0.727,0.0368,True,very low
2026-04-21,ID1025447178498,2026-04-13,8,7,7,7,7,growing,35.83,0.0138,0.0764,0.1748,0.4157,0.7061,0.0138,True,very low
2026-04-21,ID1025465078752,2026-04-13,11,6,6,5-6,5-6,growing,32.4,0.0403,0.1417,0.2556,0.4781,0.7363,0.0403,True,very low
2026-04-21,ID1026476167683,2026-04-13,11,0,0,0,0,growing,4.34,0.8793,0.9024,0.9172,0.9444,0.9715,0.8793,True,critical
2026-04-21,ID1026476167691,2026-04-13,11,2,0,1-2,0,growing,20.66,0.2838,0.4569,0.5501,0.6878,0.8472,0.2838,True,medium
2026-04-21,ID1026476167709,2026-04-13,11,0,0,0,0,growing,4.34,0.8793,0.9024,0.9172,0.9444,0.9715,0.8793,True,critical
2026-04-21,ID1026476167717,2026-04-13,11,6,6,5-6,5-6,growing,32.4,0.0403,0.1417,0.2556,0.4781,0.7363,0.0403,True,very low
2026-04-21,ID1026476167725,2026-04-13,11,7,7,7,7,growing,35.83,0.0138,0.0764,0.1748,0.4157,0.7061,0.0138,True,very low
2026-04-21,ID1026476167733,2026-04-13,11,7,7,7,7,growing,35.83,0.0138,0.0764,0.1748,0.4157,0.7061,0.0138,True,very low
2026-04-21,ID1026476167758,2026-04-13,11,7,5,7,5-6,growing,35.12,0.0239,0.0919,0.1936,0.4304,0.7131,0.0239,True,very low
2026-04-21,ID1026476167782,2026-04-13,11,7,7,7,7,growing,35.83,0.0138,0.0764,0.1748,0.4157,0.7061,0.0138,True,very low
2026-04-21,ID1026476167790,2026-04-13,11,7,7,7,7,growing,35.83,0.0138,0.0764,0.1748,0.4157,0.7061,0.0138,True,very low
2026-04-21,ID1026476167808,2026-04-13,11,5,3,5-6,3-4,growing,31.73,0.0451,0.1559,0.2682,0.491,0.7413,0.0451,True,very low
2026-04-21,ID1026476167816,2026-04-13,11,7,7,7,7,growing,35.83,0.0138,0.0764,0.1748,0.4157,0.7061,0.0138,True,very low
2026-04-21,ID1026476167824,2026-04-13,11,7,7,7,7,growing,35.83,0.0138,0.0764,0.1748,0.4157,0.7061,0.0138,True,very low
2026-04-21,ID1026476167832,2026-04-13,11,7,7,7,7,growing,35.83,0.0138,0.0764,0.1748,0.4157,0.7061,0.0138,True,very low
2026-04-21,ID1026476167857,2026-04-13,11,0,2,0,1-2,growing,12.36,0.5952,0.6854,0.7433,0.8238,0.9113,0.5952,True,high
2026-04-21,ID1026476167865,2026-04-13,11,3,2,3-4,1-2,growing,27.83,0.09,0.2556,0.3681,0.5652,0.7795,0.09,True,low
2026-04-21,ID1026476167873,2026-04-13,11,6,2,5-6,1-2,growing,31.03,0.0559,0.173,0.2867,0.5031,0.7483,0.0559,True,low
2026-04-21,ID1026476167899,2026-04-13,11,7,7,7,7,growing,35.83,0.0138,0.0764,0.1748,0.4157,0.7061,0.0138,True,very low
2026-04-21,ID1026476167907,2026-04-13,11,3,7,3-4,7,growing,28.86,0.1099,0.233,0.3408,0.5424,0.7685,0.1099,True,low
2026-04-21,ID1026476167915,2026-04-13,11,7,7,7,7,growing,35.83,0.0138,0.0764,0.1748,0.4157,0.7061,0.0138,True,very low
2026-04-21,ID1026476167923,2026-04-13,11,6,6,5-6,5-6,growing,32.4,0.0403,0.1417,0.2556,0.4781,0.7363,0.0403,True,very low
2026-04-21,ID1026476167949,2026-04-13,11,7,7,7,7,growing,35.83,0.0138,0.0764,0.1748,0.4157,0.7061,0.0138,True,very low
2026-04-21,ID1026476167964,2026-04-13,11,7,7,7,7,growing,35.83,0.0138,0.0764,0.1748,0.4157,0.7061,0.0138,True,very low
2026-04-21,ID1026476167972,2026-04-13,11,7,7,7,7,growing,35.83,0.0138,0.0764,0.1748,0.4157,0.7061,0.0138,True,very low
2026-04-21,ID1026476167980,2026-04-13,11,5,7,5-6,7,growing,33.35,0.0368,0.1212,0.2347,0.4585,0.727,0.0368,True,very low
2026-04-21,ID1026476167998,2026-04-13,11,0,0,0,0,growing,4.34,0.8793,0.9024,0.9172,0.9444,0.9715,0.8793,True,critical
2026-04-21,ID1026476168004,2026-04-13,11,7,6,7,5-6,growing,35.12,0.0239,0.0919,0.1936,0.4304,0.7131,0.0239,True,very low
2026-04-21,ID1026476168012,2026-04-13,11,7,7,7,7,growing,35.83,0.0138,0.0764,0.1748,0.4157,0.7061,0.0138,True,very low
2026-04-21,ID1026476168038,2026-04-13,11,7,7,7,7,growing,35.83,0.0138,0.0764,0.1748,0.4157,0.7061,0.0138,True,very low
2026-04-21,ID1026476168046,2026-04-13,11,7,7,7,7,growing,35.83,0.0138,0.0764,0.1748,0.4157,0.7061,0.0138,True,very low
2026-04-21,ID1026476168053,2026-04-13,11,7,5,7,5-6,growing,35.12,0.0239,0.0919,0.1936,0.4304,0.7131,0.0239,True,very low
2026-04-21,ID1026476168061,2026-04-13,11,7,7,7,7,growing,35.83,0.0138,0.0764,0.1748,0.4157,0.7061,0.0138,True,very low
2026-04-21,ID1026476168079,2026-04-13,11,3,4,3-4,3-4,growing,28.92,0.0728,0.2267,0.3429,0.5457,0.7695,0.0728,True,low
2026-04-21,ID1026476168095,2026-04-13,11,2,5,1-2,5-6,growing,24.42,0.1782,0.3408,0.4442,0.6165,0.8082,0.1782,True,low
2026-04-21,ID1026476168103,2026-04-13,11,7,7,7,7,growing,35.83,0.0138,0.0764,0.1748,0.4157,0.7061,0.0138,True,very low
2026-04-21,ID1026476168111,2026-04-13,11,2,1,1-2,1-2,growing,21.57,0.2391,0.4195,0.5234,0.6725,0.8398,0.2391,True,medium
2026-04-21,ID1026476168129,2026-04-13,11,0,0,0,0,growing,4.34,0.8793,0.9024,0.9172,0.9444,0.9715,0.8793,True,critical
2026-04-21,ID1026476168137,2026-04-13,11,7,7,7,7,growing,35.83,0.0138,0.0764,0.1748,0.4157,0.7061,0.0138,True,very low
2026-04-21,ID1026476168145,2026-04-13,11,7,7,7,7,growing,35.83,0.0138,0.0764,0.1748,0.4157,0.7061,0.0138,True,very low
2026-04-21,ID1026476168160,2026-04-13,11,0,0,0,0,growing,4.34,0.8793,0.9024,0.9172,0.9444,0.9715,0.8793,True,critical
2026-04-21,ID1026476168178,2026-04-13,11,7,7,7,7,growing,35.83,0.0138,0.0764,0.1748,0.4157,0.7061,0.0138,True,very low
2026-04-21,ID1026476168186,2026-04-13,11,7,7,7,7,growing,35.83,0.0138,0.0764,0.1748,0.4157,0.7061,0.0138,True,very low
2026-04-21,ID1026476168194,2026-04-13,11,0,0,0,0,growing,4.34,0.8793,0.9024,0.9172,0.9444,0.9715,0.8793,True,critical
2026-04-21,ID1026476168210,2026-04-13,11,1,6,1-2,5-6,growing,24.42,0.1782,0.3408,0.4442,0.6165,0.8082,0.1782,True,low
2026-04-21,ID1026476168228,2026-04-13,11,6,5,5-6,5-6,growing,32.4,0.0403,0.1417,0.2556,0.4781,0.7363,0.0403,True,very low
2026-04-21,ID1026476168236,2026-04-13,11,3,4,3-4,3-4,growing,28.92,0.0728,0.2267,0.3429,0.5457,0.7695,0.0728,True,low
2026-04-21,ID1026476168244,2026-04-13,11,4,5,3-4,5-6,growing,29.49,0.074,0.2111,0.3255,0.5332,0.7639,0.074,True,low
2026-04-21,ID1026476168251,2026-04-13,11,7,7,7,7,growing,35.83,0.0138,0.0764,0.1748,0.4157,0.7061,0.0138,True,very low
2026-04-21,ID1026476168269,2026-04-13,11,5,7,5-6,7,growing,33.35,0.0368,0.1212,0.2347,0.4585,0.727,0.0368,True,very low
2026-04-21,ID1026476168285,2026-04-13,11,5,7,5-6,7,growing,33.35,0.0368,0.1212,0.2347,0.4585,0.727,0.0368,True,very low
2026-04-21,ID1026476168293,2026-04-13,11,0,0,0,0,growing,4.34,0.8793,0.9024,0.9172,0.9444,0.9715,0.8793,True,critical
2026-04-21,ID1026476168301,2026-04-13,11,7,7,7,7,growing,35.83,0.0138,0.0764,0.1748,0.4157,0.7061,0.0138,True,very low
2026-04-21,ID1026476168319,2026-04-13,11,7,7,7,7,growing,35.83,0.0138,0.0764,0.1748,0.4157,0.7061,0.0138,True,very low
2026-04-21,ID1026476168327,2026-04-13,11,7,3,7,3-4,growing,34.94,0.0271,0.0967,0.1996,0.4343,0.7147,0.0271,True,very low
2026-04-21,ID1026476168335,2026-04-13,11,7,7,7,7,growing,35.83,0.0138,0.0764,0.1748,0.4157,0.7061,0.0138,True,very low
2026-04-21,ID1026476168343,2026-04-13,11,4,7,3-4,7,growing,28.86,0.1099,0.233,0.3408,0.5424,0.7685,0.1099,True,low
2026-04-21,ID1026476168350,2026-04-13,11,0,1,0,1-2,growing,12.36,0.5952,0.6854,0.7433,0.8238,0.9113,0.5952,True,high
2026-04-21,ID1026476168376,2026-04-13,11,0,3,0,3-4,growing,15.23,0.5101,0.6088,0.6692,0.7701,0.8859,0.5101,True,high
2026-04-21,ID1026476168418,2026-04-13,11,0,0,0,0,growing,4.34,0.8793,0.9024,0.9172,0.9444,0.9715,0.8793,True,critical
2026-04-21,ID1026476168426,2026-04-13,11,6,6,5-6,5-6,growing,32.4,0.0403,0.1417,0.2556,0.4781,0.7363,0.0403,True,very low
2026-04-21,ID1026476168434,2026-04-13,11,0,0,0,0,growing,4.34,0.8793,0.9024,0.9172,0.9444,0.9715,0.8793,True,critical
2026-04-21,ID1026476168442,2026-04-13,11,4,5,3-4,5-6,growing,29.49,0.074,0.2111,0.3255,0.5332,0.7639,0.074,True,low
2026-04-21,ID1026476168459,2026-04-13,11,6,6,5-6,5-6,growing,32.4,0.0403,0.1417,0.2556,0.4781,0.7363,0.0403,True,very low
2026-04-21,ID1026476168467,2026-04-13,11,7,7,7,7,growing,35.83,0.0138,0.0764,0.1748,0.4157,0.7061,0.0138,True,very low
2026-04-21,ID1026476168475,2026-04-13,11,0,0,0,0,growing,4.34,0.8793,0.9024,0.9172,0.9444,0.9715,0.8793,True,critical
2026-04-21,ID1026476168483,2026-04-13,11,7,7,7,7,growing,35.83,0.0138,0.0764,0.1748,0.4157,0.7061,0.0138,True,very low
2026-04-21,ID1026476168491,2026-04-13,11,0,0,0,0,growing,4.34,0.8793,0.9024,0.9172,0.9444,0.9715,0.8793,True,critical
2026-04-21,ID1026476168509,2026-04-13,11,7,7,7,7,growing,35.83,0.0138,0.0764,0.1748,0.4157,0.7061,0.0138,True,very low
2026-04-21,ID1026476168517,2026-04-13,11,6,6,5-6,5-6,growing,32.4,0.0403,0.1417,0.2556,0.4781,0.7363,0.0403,True,very low
2026-04-21,ID1026476168525,2026-04-13,11,0,0,0,0,growing,4.34,0.8793,0.9024,0.9172,0.9444,0.9715,0.8793,True,critical
2026-04-21,ID1026476168533,2026-04-13,11,1,0,1-2,0,growing,20.66,0.2838,0.4569,0.5501,0.6878,0.8472,0.2838,True,medium
2026-04-21,ID1026476168541,2026-04-13,11,7,6,7,5-6,growing,35.12,0.0239,0.0919,0.1936,0.4304,0.7131,0.0239,True,very low
2026-04-21,ID1026476168558,2026-04-13,11,7,6,7,5-6,growing,35.12,0.0239,0.0919,0.1936,0.4304,0.7131,0.0239,True,very low
2026-04-21,ID1026476168566,2026-04-13,11,0,1,0,1-2,growing,12.36,0.5952,0.6854,0.7433,0.8238,0.9113,0.5952,True,high
2026-04-21,ID1026476168574,2026-04-13,11,6,6,5-6,5-6,growing,32.4,0.0403,0.1417,0.2556,0.4781,0.7363,0.0403,True,very low
2026-04-21,ID1026476168582,2026-04-13,11,4,1,3-4,1-2,growing,27.83,0.09,0.2556,0.3681,0.5652,0.7795,0.09,True,low
2026-04-21,ID1026476168590,2026-04-13,11,7,7,7,7,growing,35.83,0.0138,0.0764,0.1748,0.4157,0.7061,0.0138,True,very low
2026-04-21,ID1026476168608,2026-04-13,11,4,5,3-4,5-6,growing,29.49,0.074,0.2111,0.3255,0.5332,0.7639,0.074,True,low
2026-04-21,ID1026476168616,2026-04-13,11,3,3,3-4,3-4,growing,28.92,0.0728,0.2267,0.3429,0.5457,0.7695,0.0728,True,low
2026-04-21,ID1026476168624,2026-04-13,11,1,1,1-2,1-2,growing,21.57,0.2391,0.4195,0.5234,0.6725,0.8398,0.2391,True,medium
2026-04-21,ID1026476168640,2026-04-13,11,0,0,0,0,growing,4.34,0.8793,0.9024,0.9172,0.9444,0.9715,0.8793,True,critical
2026-04-21,ID1026476168657,2026-04-13,11,0,0,0,0,growing,4.34,0.8793,0.9024,0.9172,0.9444,0.9715,0.8793,True,critical
2026-04-21,ID1026476168665,2026-04-13,11,2,5,1-2,5-6,growing,24.42,0.1782,0.3408,0.4442,0.6165,0.8082,0.1782,True,low
2026-04-21,ID1026476168673,2026-04-13,11,0,0,0,0,growing,4.34,0.8793,0.9024,0.9172,0.9444,0.9715,0.8793,True,critical
2026-04-21,ID1026476168681,2026-04-13,11,0,0,0,0,growing,4.34,0.8793,0.9024,0.9172,0.9444,0.9715,0.8793,True,critical
2026-04-21,ID1026476168707,2026-04-13,11,0,0,0,0,growing,4.34,0.8793,0.9024,0.9172,0.9444,0.9715,0.8793,True,critical
2026-04-21,ID1026476168715,2026-04-13,11,4,3,3-4,3-4,growing,28.92,0.0728,0.2267,0.3429,0.5457,0.7695,0.0728,True,low
2026-04-21,ID1026476168723,2026-04-13,11,7,7,7,7,growing,35.83,0.0138,0.0764,0.1748,0.4157,0.7061,0.0138,True,very low
2026-04-21,ID1026476168731,2026-04-13,11,7,6,7,5-6,growing,35.12,0.0239,0.0919,0.1936,0.4304,0.7131,0.0239,True,very low
2026-04-21,ID1026476168749,2026-04-13,11,3,5,3-4,5-6,growing,29.49,0.074,0.2111,0.3255,0.5332,0.7639,0.074,True,low
2026-04-21,ID1026476168756,2026-04-13,11,5,7,5-6,7,growing,33.35,0.0368,0.1212,0.2347,0.4585,0.727,0.0368,True,very low
2026-04-21,ID1026476168764,2026-04-13,11,7,7,7,7,growing,35.83,0.0138,0.0764,0.1748,0.4157,0.7061,0.0138,True,very low
2026-04-21,ID1026476168772,2026-04-13,11,2,7,1-2,7,growing,22.08,0.2658,0.4198,0.5057,0.6573,0.8297,0.2658,True,medium
2026-04-21,ID1026476168780,2026-04-13,11,0,0,0,0,growing,4.34,0.8793,0.9024,0.9172,0.9444,0.9715,0.8793,True,critical
2026-04-21,ID1026476168798,2026-04-13,11,5,6,5-6,5-6,growing,32.4,0.0403,0.1417,0.2556,0.4781,0.7363,0.0403,True,very low
2026-04-21,ID1026476168806,2026-04-13,11,7,7,7,7,growing,35.83,0.0138,0.0764,0.1748,0.4157,0.7061,0.0138,True,very low
2026-04-21,ID1026476168814,2026-04-13,11,6,7,5-6,7,growing,33.35,0.0368,0.1212,0.2347,0.4585,0.727,0.0368,True,very low
2026-04-21,ID1026476168822,2026-04-13,11,7,7,7,7,growing,35.83,0.0138,0.0764,0.1748,0.4157,0.7061,0.0138,True,very low
2026-04-21,ID1026476168855,2026-04-13,11,7,7,7,7,growing,35.83,0.0138,0.0764,0.1748,0.4157,0.7061,0.0138,True,very low
2026-04-21,ID1026476168863,2026-04-13,11,0,0,0,0,growing,4.34,0.8793,0.9024,0.9172,0.9444,0.9715,0.8793,True,critical
2026-04-21,ID1026476168871,2026-04-13,11,0,0,0,0,growing,4.34,0.8793,0.9024,0.9172,0.9444,0.9715,0.8793,True,critical
2026-04-21,ID1026476168889,2026-04-13,11,0,0,0,0,growing,4.34,0.8793,0.9024,0.9172,0.9444,0.9715,0.8793,True,critical
2026-04-21,ID1026476168897,2026-04-13,11,5,4,5-6,3-4,growing,31.73,0.0451,0.1559,0.2682,0.491,0.7413,0.0451,True,very low
2026-04-21,ID1026476168905,2026-04-13,11,4,6,3-4,5-6,growing,29.49,0.074,0.2111,0.3255,0.5332,0.7639,0.074,True,low
2026-04-21,ID1026476168913,2026-04-13,11,6,6,5-6,5-6,growing,32.4,0.0403,0.1417,0.2556,0.4781,0.7363,0.0403,True,very low
2026-04-21,ID1026476168921,2026-04-13,11,0,0,0,0,growing,4.34,0.8793,0.9024,0.9172,0.9444,0.9715,0.8793,True,critical
2026-04-21,ID1026476168939,2026-04-13,11,7,7,7,7,growing,35.83,0.0138,0.0764,0.1748,0.4157,0.7061,0.0138,True,very low
2026-04-21,ID1026476168947,2026-04-13,11,7,6,7,5-6,growing,35.12,0.0239,0.0919,0.1936,0.4304,0.7131,0.0239,True,very low
2026-04-21,ID1026476168954,2026-04-13,11,7,5,7,5-6,growing,35.12,0.0239,0.0919,0.1936,0.4304,0.7131,0.0239,True,very low
2026-04-21,ID1026476168962,2026-04-13,11,0,0,0,0,growing,4.34,0.8793,0.9024,0.9172,0.9444,0.9715,0.8793,True,critical
2026-04-21,ID1026476168970,2026-04-13,11,5,6,5-6,5-6,growing,32.4,0.0403,0.1417,0.2556,0.4781,0.7363,0.0403,True,very low
2026-04-21,ID1026476168988,2026-04-13,11,7,7,7,7,growing,35.83,0.0138,0.0764,0.1748,0.4157,0.7061,0.0138,True,very low
2026-04-21,ID1026476168996,2026-04-13,11,7,7,7,7,growing,35.83,0.0138,0.0764,0.1748,0.4157,0.7061,0.0138,True,very low
2026-04-21,ID1026476169002,2026-04-13,11,0,0,0,0,growing,4.34,0.8793,0.9024,0.9172,0.9444,0.9715,0.8793,True,critical
2026-04-21,ID1026476169010,2026-04-13,11,0,0,0,0,growing,4.34,0.8793,0.9024,0.9172,0.9444,0.9715,0.8793,True,critical
2026-04-21,ID1026476169028,2026-04-13,11,7,7,7,7,growing,35.83,0.0138,0.0764,0.1748,0.4157,0.7061,0.0138,True,very low
2026-04-21,ID1026476169036,2026-04-13,11,7,6,7,5-6,growing,35.12,0.0239,0.0919,0.1936,0.4304,0.7131,0.0239,True,very low
2026-04-21,ID1026476169044,2026-04-13,11,6,5,5-6,5-6,growing,32.4,0.0403,0.1417,0.2556,0.4781,0.7363,0.0403,True,very low
2026-04-21,ID1026476169051,2026-04-13,11,7,7,7,7,growing,35.83,0.0138,0.0764,0.1748,0.4157,0.7061,0.0138,True,very low
2026-04-21,ID1026476169069,2026-04-13,11,0,0,0,0,growing,4.34,0.8793,0.9024,0.9172,0.9444,0.9715,0.8793,True,critical
2026-04-21,ID1026476169077,2026-04-13,11,7,5,7,5-6,growing,35.12,0.0239,0.0919,0.1936,0.4304,0.7131,0.0239,True,very low
2026-04-21,ID1026476169085,2026-04-13,11,6,7,5-6,7,growing,33.35,0.0368,0.1212,0.2347,0.4585,0.727,0.0368,True,very low
2026-04-21,ID1026476169093,2026-04-13,11,6,6,5-6,5-6,growing,32.4,0.0403,0.1417,0.2556,0.4781,0.7363,0.0403,True,very low
2026-04-21,ID1026476169101,2026-04-13,11,7,7,7,7,growing,35.83,0.0138,0.0764,0.1748,0.4157,0.7061,0.0138,True,very low
2026-04-21,ID1026476169127,2026-04-13,11,7,7,7,7,growing,35.83,0.0138,0.0764,0.1748,0.4157,0.7061,0.0138,True,very low
2026-04-21,ID1026476169135,2026-04-13,11,7,7,7,7,growing,35.83,0.0138,0.0764,0.1748,0.4157,0.7061,0.0138,True,very low
2026-04-21,ID1026476169143,2026-04-13,11,7,7,7,7,growing,35.83,0.0138,0.0764,0.1748,0.4157,0.7061,0.0138,True,very low
2026-04-21,ID1026476169150,2026-04-13,11,7,4,7,3-4,growing,34.94,0.0271,0.0967,0.1996,0.4343,0.7147,0.0271,True,very low
2026-04-21,ID1026476169176,2026-04-13,11,6,6,5-6,5-6,growing,32.4,0.0403,0.1417,0.2556,0.4781,0.7363,0.0403,True,very low
2026-04-21,ID1026476169192,2026-04-13,11,3,5,3-4,5-6,growing,29.49,0.074,0.2111,0.3255,0.5332,0.7639,0.074,True,low
2026-04-21,ID1026476169218,2026-04-13,11,1,1,1-2,1-2,growing,21.57,0.2391,0.4195,0.5234,0.6725,0.8398,0.2391,True,medium
2026-04-21,ID1026476510742,2026-04-13,11,7,7,7,7,growing,35.83,0.0138,0.0764,0.1748,0.4157,0.7061,0.0138,True,very low
2026-04-21,ID1026476510759,2026-04-13,11,6,4,5-6,3-4,growing,31.73,0.0451,0.1559,0.2682,0.491,0.7413,0.0451,True,very low
2026-04-21,ID1026476510767,2026-04-13,11,0,0,0,0,growing,4.34,0.8793,0.9024,0.9172,0.9444,0.9715,0.8793,True,critical
2026-04-21,ID1026476510783,2026-04-13,11,2,0,1-2,0,growing,20.66,0.2838,0.4569,0.5501,0.6878,0.8472,0.2838,True,medium
2026-04-21,ID1026476510791,2026-04-13,11,6,5,5-6,5-6,growing,32.4,0.0403,0.1417,0.2556,0.4781,0.7363,0.0403,True,very low
2026-04-21,ID1026476510809,2026-04-13,11,7,7,7,7,growing,35.83,0.0138,0.0764,0.1748,0.4157,0.7061,0.0138,True,very low
2026-04-21,ID1026476510825,2026-04-13,11,7,5,7,5-6,growing,35.12,0.0239,0.0919,0.1936,0.4304,0.7131,0.0239,True,very low
2026-04-21,ID1026476510833,2026-04-13,11,6,6,5-6,5-6,growing,32.4,0.0403,0.1417,0.2556,0.4781,0.7363,0.0403,True,very low
2026-04-21,ID1026476510874,2026-04-13,11,5,7,5-6,7,growing,33.35,0.0368,0.1212,0.2347,0.4585,0.727,0.0368,True,very low
2026-04-21,ID1026476510890,2026-04-13,11,0,0,0,0,growing,4.34,0.8793,0.9024,0.9172,0.9444,0.9715,0.8793,True,critical
2026-04-21,ID1026476510908,2026-04-13,11,0,0,0,0,growing,4.34,0.8793,0.9024,0.9172,0.9444,0.9715,0.8793,True,critical
2026-04-21,ID1026476510916,2026-04-13,11,3,0,3-4,0,growing,29.34,0.0787,0.2196,0.3277,0.5375,0.7643,0.0787,True,low
2026-04-21,ID1026476510924,2026-04-13,11,5,4,5-6,3-4,growing,31.73,0.0451,0.1559,0.2682,0.491,0.7413,0.0451,True,very low
2026-04-21,ID1026476510932,2026-04-13,11,1,0,1-2,0,growing,20.66,0.2838,0.4569,0.5501,0.6878,0.8472,0.2838,True,medium
2026-04-21,ID1026476510940,2026-04-13,11,5,5,5-6,5-6,growing,32.4,0.0403,0.1417,0.2556,0.4781,0.7363,0.0403,True,very low
2026-04-21,ID1026476510957,2026-04-13,11,7,7,7,7,growing,35.83,0.0138,0.0764,0.1748,0.4157,0.7061,0.0138,True,very low
2026-04-21,ID1026476510965,2026-04-13,11,0,0,0,0,growing,4.34,0.8793,0.9024,0.9172,0.9444,0.9715,0.8793,True,critical
2026-04-21,ID1026476510981,2026-04-13,11,7,6,7,5-6,growing,35.12,0.0239,0.0919,0.1936,0.4304,0.7131,0.0239,True,very low
2026-04-21,ID1026476510999,2026-04-13,11,6,6,5-6,5-6,growing,32.4,0.0403,0.1417,0.2556,0.4781,0.7363,0.0403,True,very low
2026-04-21,ID1026476511013,2026-04-13,11,0,0,0,0,growing,4.34,0.8793,0.9024,0.9172,0.9444,0.9715,0.8793,True,critical
2026-04-21,ID1026476511021,2026-04-13,11,0,0,0,0,growing,4.34,0.8793,0.9024,0.9172,0.9444,0.9715,0.8793,True,critical
2026-04-21,ID1026476511047,2026-04-13,11,7,7,7,7,growing,35.83,0.0138,0.0764,0.1748,0.4157,0.7061,0.0138,True,very low
2026-04-21,ID1026476511062,2026-04-13,11,0,0,0,0,growing,4.34,0.8793,0.9024,0.9172,0.9444,0.9715,0.8793,True,critical
2026-04-21,ID1026476511088,2026-04-13,11,7,7,7,7,growing,35.83,0.0138,0.0764,0.1748,0.4157,0.7061,0.0138,True,very low
2026-04-21,ID1026476511096,2026-04-13,11,0,0,0,0,growing,4.34,0.8793,0.9024,0.9172,0.9444,0.9715,0.8793,True,critical
2026-04-21,ID1026476511104,2026-04-13,11,2,7,1-2,7,growing,22.08,0.2658,0.4198,0.5057,0.6573,0.8297,0.2658,True,medium
2026-04-21,ID1026476511120,2026-04-13,11,5,5,5-6,5-6,growing,32.4,0.0403,0.1417,0.2556,0.4781,0.7363,0.0403,True,very low
2026-04-21,ID1026476511138,2026-04-13,11,0,0,0,0,growing,4.34,0.8793,0.9024,0.9172,0.9444,0.9715,0.8793,True,critical
2026-04-21,ID1026476511146,2026-04-13,11,0,0,0,0,growing,4.34,0.8793,0.9024,0.9172,0.9444,0.9715,0.8793,True,critical
2026-04-21,ID1026476511161,2026-04-13,11,6,6,5-6,5-6,growing,32.4,0.0403,0.1417,0.2556,0.4781,0.7363,0.0403,True,very low
2026-04-21,ID1026476511179,2026-04-13,11,7,7,7,7,growing,35.83,0.0138,0.0764,0.1748,0.4157,0.7061,0.0138,True,very low
2026-04-21,ID1026476511187,2026-04-13,11,5,6,5-6,5-6,growing,32.4,0.0403,0.1417,0.2556,0.4781,0.7363,0.0403,True,very low
2026-04-21,ID1026476511195,2026-04-13,11,5,6,5-6,5-6,growing,32.4,0.0403,0.1417,0.2556,0.4781,0.7363,0.0403,True,very low
2026-04-21,ID1026476511203,2026-04-13,11,0,0,0,0,growing,4.34,0.8793,0.9024,0.9172,0.9444,0.9715,0.8793,True,critical
2026-04-21,ID1026476511211,2026-04-13,11,5,5,5-6,5-6,growing,32.4,0.0403,0.1417,0.2556,0.4781,0.7363,0.0403,True,very low
2026-04-21,ID1026476511229,2026-04-13,11,6,6,5-6,5-6,growing,32.4,0.0403,0.1417,0.2556,0.4781,0.7363,0.0403,True,very low
2026-04-21,ID1026476511237,2026-04-13,11,6,7,5-6,7,growing,33.35,0.0368,0.1212,0.2347,0.4585,0.727,0.0368,True,very low
2026-04-21,ID1026476511245,2026-04-13,11,6,3,5-6,3-4,growing,31.73,0.0451,0.1559,0.2682,0.491,0.7413,0.0451,True,very low
2026-04-21,ID1026476511252,2026-04-13,11,7,7,7,7,growing,35.83,0.0138,0.0764,0.1748,0.4157,0.7061,0.0138,True,very low
2026-04-21,ID1026476511260,2026-04-13,11,7,7,7,7,growing,35.83,0.0138,0.0764,0.1748,0.4157,0.7061,0.0138,True,very low
2026-04-21,ID1026476511278,2026-04-13,11,0,0,0,0,growing,4.34,0.8793,0.9024,0.9172,0.9444,0.9715,0.8793,True,critical
2026-04-21,ID1026476511286,2026-04-13,11,0,2,0,1-2,growing,12.36,0.5952,0.6854,0.7433,0.8238,0.9113,0.5952,True,high
2026-04-21,ID1026476511294,2026-04-13,11,7,7,7,7,growing,35.83,0.0138,0.0764,0.1748,0.4157,0.7061,0.0138,True,very low
